서비스관리번호|유효시작일시|유효종료일시|작업조직 ID|작업업체명|작업업체 ID|관리서비스조직상태코드|
7137101616|20170701012306|20170717155629|7000002062|평택화성Home센터|1003002247|10|
7262208999|20170701011307|20170717155554|7000002049|은평Home센터|1003002234|10|
7246995468|20170701010001|20170717155556|7000002044|송파Home센터|1003002229|20|
7247112991|20170701011307|20170717155616|7000002051|동대문Home센터|1003002236|20|
7277977512|20170701010008|20170717155623|7000002069|청주Home센터|1003002254|20|
7134006571|20170701003350|20170717155626|7000002064|부천부평Home센터|1003002249|10|
7270887871|20170701014300|20170717155628|7000002029|울산중부Home센터|1003002214|20|
7137101616|20170717155629|99991231235959|7000002059|용인Home센터|1003002244|10|
7278494852|20170717155632|99991231235959|7000002046|구로영등포Home센터|1003002231|10|
7278737344|20170717155633|99991231235959|7000002039|강남Home센터|1003002224|10|
7269146145|20170717155637|99991231235959|1000161514|부산서부Home고객센터|1003000854|10|
7269159680|20170717155649|99991231235959|1000161514|부산서부Home고객센터|1003000854|10|
7278814825|20170717155649|99991231235959|7000002071|원주Home센터|1003002256|10|
7278765970|20170717155649|99991231235959|7000002037|전북서남Home센터|1003002222|10|
7254603840|20150204123341|20170717155657|EP05450000|전주Home고객센터|0002030833|10|
7136676341|20170701011307|20170717155630|7000002049|은평Home센터|1003002234|20|
7228095732|20170701012306|20170717155633|7000002056|구리남양주Home센터|1003002241|20|
7269146145|20170701003320|20170717155637|7000002040|시흥Home센터|1003002225|10|
7136761317|20170701011045|20170717155639|7000002027|경남양산Home센터|1003002212|20|
7246812043|20170701011104|20170717155639|7000002073|대전북부Home센터|1003002258|20|
7269159680|20170701003320|20170717155649|7000002040|시흥Home센터|1003002225|10|
7254603840|20170717155657|99991231235959|EP05450000|전주Home고객센터|0002030833|10|
7269146146|20170717155700|99991231235959|1000161514|부산서부Home고객센터|1003000854|10|
7278902137|20170717155701|99991231235959|7000002016|경남중부Home센터|1003002201|10|
7273952453|20170717155701|99991231235959|7000002070|영동춘천Home센터|1003002255|10|
7278970857|20170717155707|99991231235959|7000002042|안양Home센터|1003002227|10|
7246812044|20170701011104|20170717155708|7000002073|대전북부Home센터|1003002258|20|
7269146146|20170701003320|20170717155700|7000002040|시흥Home센터|1003002225|10|
7273952453|20170701010008|20170717155701|7000002070|영동춘천Home센터|1003002255|10|
7278773921|20170717155709|99991231235959|EP04920000|전남동부Home고객센터|0002003987|10|
7278902138|20170717155709|99991231235959|7000002016|경남중부Home센터|1003002201|10|
7273952454|20170717155709|99991231235959|7000002070|영동춘천Home센터|1003002255|10|
7278828498|20170717155709|99991231235959|7000002054|노원Home센터|1003002239|10|
7278726883|20170717155713|99991231235959|7000002024|대구남부/구미Home센터|1003002209|10|
7278859291|20170717155713|99991231235959|7000002053|의정부Home센터|1003002238|10|
7254700709|20170717155715|99991231235959|EP05450000|전주Home고객센터|0002030833|10|
7278818514|20170717155721|99991231235959|7000002062|평택화성Home센터|1003002247|10|
7278828500|20170717155724|99991231235959|7000002054|노원Home센터|1003002239|10|
7278729174|20170717155724|99991231235959|7000002027|경남양산Home센터|1003002212|10|
7278859292|20170717155725|99991231235959|7000002053|의정부Home센터|1003002238|10|
7278818515|20170717155729|99991231235959|7000002062|평택화성Home센터|1003002247|10|
7278726885|20170717155732|99991231235959|7000002024|대구남부/구미Home센터|1003002209|10|
7256141942|20170717155735|99991231235959|7000002334|서초기업센터|1003002339|10|
7254603841|20170717155735|99991231235959|EP05450000|전주Home고객센터|0002030833|10|
7278729175|20170717155736|99991231235959|7000002027|경남양산Home센터|1003002212|10|
7191689984|20170701010008|20170717155740|7000002069|청주Home센터|1003002254|20|
7273952454|20170701010008|20170717155709|7000002070|영동춘천Home센터|1003002255|10|
7270887872|20170701014300|20170717155714|7000002029|울산중부Home센터|1003002214|20|
7254700709|20150209091502|20170717155715|EP05450000|전주Home고객센터|0002030833|10|
7250780639|20170701011045|20170717155729|7000002027|경남양산Home센터|1003002212|20|
7256141942|20170701015741|20170717155735|7000002335|강남기업센터|1003002340|10|
7254603841|20150204123611|20170717155735|EP05450000|전주Home고객센터|0002030833|10|
7278805496|20170717155740|99991231235959|EP05450000|전주Home고객센터|0002030833|10|
7278845187|20170717155741|99991231235959|7000002040|시흥Home센터|1003002225|10|
7277196950|20170717155749|99991231235959|7000002324|서대구기업센터|1003002329|10|
7278900694|20170717155751|99991231235959|7000002064|부천부평Home센터|1003002249|10|
7278864890|20170717155755|99991231235959|7000002042|안양Home센터|1003002227|10|
7278874078|20170717155758|99991231235959|7000002047|관악Home센터|1003002232|10|
7278828499|20170717155800|99991231235959|7000002054|노원Home센터|1003002239|10|
7278957602|20170717155819|99991231235959|7000002052|광진Home센터|1003002237|10|
7278831405|20170717155822|99991231235959|7000002051|동대문Home센터|1003002236|10|
7269132204|20170701003320|20170717155833|7000002042|안양Home센터|1003002227|10|
7136668490|20170701011307|20170717155802|7000002049|은평Home센터|1003002234|20|
7223500574|20170701003320|20170717155806|7000002041|강동하남Home센터|1003002226|20|
7278957603|20170717155833|99991231235959|7000002052|광진Home센터|1003002237|10|
7269132204|20170717155833|99991231235959|7000002044|송파Home센터|1003002229|10|
7269132205|20170717155841|99991231235959|7000002044|송파Home센터|1003002229|10|
7278679068|20170717155846|99991231235959|7000002025|부산중부Home센터|1003002210|10|
